epoch,step,train_loss
0,0,54.33657455444336
0,1,45.45780563354492
0,2,44.15828323364258
0,3,38.35301208496094
0,4,35.10286331176758
0,5,35.329288482666016
0,6,28.70769691467285
0,7,28.49416160583496
0,8,25.291324615478516
0,9,24.045249938964844
0,10,19.73337745666504
0,11,21.554025650024414
0,12,18.18313980102539
0,13,17.229822158813477
0,14,15.984077453613281
0,15,14.113003730773926
0,16,13.916172981262207
0,17,12.572142601013184
0,18,12.18747329711914
0,19,12.180099487304688
0,20,11.758785247802734
0,21,11.783769607543945
0,22,11.225706100463867
0,23,10.54130744934082
0,24,11.578063011169434
0,25,11.095121383666992
0,26,11.313041687011719
0,27,11.033589363098145
0,28,10.188654899597168
0,29,10.215494155883789
0,30,10.468631744384766
0,31,10.567957878112793
0,32,9.382277488708496
0,33,10.071145057678223
0,34,9.449718475341797
0,35,9.564699172973633
0,36,9.454314231872559
0,37,9.719396591186523
0,38,8.973502159118652
0,39,9.586383819580078
0,40,10.258877754211426
0,41,8.797222137451172
0,42,8.897038459777832
0,43,8.92052936553955
0,44,9.359289169311523
0,45,7.451175212860107
0,46,8.16398811340332
0,47,8.360722541809082
0,48,8.43191146850586
0,49,8.75886344909668
0,50,8.176097869873047
0,51,8.5378999710083
0,52,8.950125694274902
0,53,9.250724792480469
0,54,8.363958358764648
0,55,8.630035400390625
0,56,8.490434646606445
0,57,9.004815101623535
0,58,8.80724811553955
0,59,8.07912540435791
0,60,8.172616004943848
0,61,8.391225814819336
0,62,8.813557624816895
0,63,7.686392307281494
0,64,7.411883354187012
0,65,8.626290321350098
0,66,7.8284077644348145
0,67,8.187455177307129
0,68,8.106281280517578
0,69,8.850482940673828
0,70,8.186178207397461
0,71,8.048184394836426
0,72,8.514518737792969
0,73,8.080517768859863
0,74,8.735159873962402
0,75,8.410408020019531
0,76,7.384087562561035
0,77,6.815754413604736
0,78,8.286145210266113
0,79,7.797830581665039
0,80,6.483545780181885
0,81,7.700212001800537
0,82,7.788021087646484
0,83,8.378673553466797
0,84,8.370283126831055
0,85,7.411600112915039
0,86,7.391382694244385
0,87,7.993428707122803
0,88,7.83652400970459
0,89,7.906203746795654
0,90,6.947209358215332
0,91,7.450390338897705
0,92,7.550652980804443
0,93,7.997378349304199
0,94,7.159372329711914
0,95,7.499216556549072
0,96,7.144567012786865
0,97,7.69199800491333
0,98,8.181941032409668
0,99,7.681053161621094
0,100,7.271376609802246
0,101,7.497016429901123
0,102,8.31889820098877
0,103,7.617991924285889
0,104,6.820462703704834
0,105,7.153707504272461
0,106,7.216262340545654
0,107,7.036507606506348
0,108,7.487834453582764
0,109,7.1692681312561035
0,110,6.036388874053955
0,111,7.787461280822754
0,112,6.567277431488037
0,113,6.505147933959961
0,114,7.678297996520996
0,115,6.692175388336182
0,116,7.155257225036621
0,117,7.4885125160217285
0,118,6.858063697814941
0,119,7.270946502685547
0,120,7.219258785247803
0,121,6.621701717376709
0,122,7.2883124351501465
0,123,7.147247791290283
0,124,7.19308614730835
0,125,6.78877067565918
0,126,7.513156414031982
0,127,7.5324883460998535
0,128,6.934679985046387
0,129,7.563730716705322
0,130,6.691237449645996
0,131,6.397365093231201
0,132,6.844146728515625
0,133,6.05908203125
0,134,6.903782844543457
0,135,6.621747016906738
0,136,6.610515117645264
0,137,5.728761672973633
0,138,6.372467517852783
0,139,6.056911945343018
0,140,5.942752361297607
0,141,6.038376331329346
0,142,6.243470668792725
0,143,6.010636806488037
0,144,5.804512023925781
0,145,6.04821252822876
0,146,5.871196746826172
0,147,6.545299053192139
0,148,6.435909271240234
0,149,6.1460185050964355
0,150,6.136366367340088
0,151,5.643409252166748
0,152,6.044748783111572
0,153,6.237452030181885
0,154,6.164431571960449
0,155,6.105617046356201
0,156,4.979915618896484
0,157,6.021291255950928
0,158,5.904211521148682
0,159,4.95536994934082
0,160,5.971350193023682
0,161,5.416021823883057
0,162,5.306686878204346
0,163,5.598575592041016
0,164,6.101795196533203
0,165,5.716865539550781
0,166,5.719048023223877
0,167,6.4925994873046875
0,168,5.831203460693359
0,169,5.0671515464782715
0,170,5.598649501800537
0,171,6.200651168823242
0,172,5.735928058624268
0,173,5.15463924407959
0,174,4.849490165710449
0,175,5.342873573303223
0,176,5.458285808563232
0,177,5.119662284851074
0,178,4.790475368499756
0,179,5.491316318511963
0,180,5.003009796142578
0,181,4.496329307556152
0,182,5.1692376136779785
0,183,4.8679962158203125
0,184,5.445484161376953
