epoch,step,train_loss
0,0,29.685882568359375
0,1,25.325889587402344
0,2,23.67087745666504
0,3,20.455141067504883
0,4,16.740427017211914
0,5,14.010719299316406
0,6,13.667623519897461
0,7,12.766169548034668
0,8,10.676553726196289
0,9,10.642843246459961
0,10,9.504109382629395
0,11,10.081704139709473
0,12,9.056601524353027
0,13,8.967172622680664
0,14,8.149524688720703
0,15,8.33898639678955
0,16,8.810139656066895
0,17,8.528316497802734
0,18,8.11757755279541
0,19,7.850997447967529
0,20,7.7306742668151855
0,21,8.199097633361816
0,22,7.220086574554443
0,23,7.676194190979004
0,24,7.0284552574157715
0,25,7.31955099105835
0,26,6.685971260070801
0,27,7.55806303024292
0,28,5.7506585121154785
0,29,7.21046781539917
0,30,7.252689838409424
0,31,7.076272487640381
0,32,7.302911758422852
0,33,6.962269306182861
0,34,6.729246616363525
0,35,6.501802921295166
0,36,6.402348518371582
0,37,7.4393792152404785
0,38,6.411800861358643
0,39,6.335151195526123
0,40,6.544837951660156
0,41,6.1417412757873535
0,42,7.158921241760254
0,43,6.971193790435791
0,44,6.844473361968994
0,45,6.325857639312744
0,46,6.741578102111816
0,47,6.890101909637451
0,48,6.446120262145996
0,49,6.411064624786377
0,50,6.284212589263916
0,51,6.419796466827393
0,52,6.276839733123779
0,53,6.622642993927002
0,54,6.868598937988281
0,55,6.804364204406738
0,56,6.684718608856201
0,57,7.291493892669678
0,58,6.573623180389404
0,59,6.031909465789795
0,60,7.045292377471924
0,61,5.697185516357422
0,62,7.006069660186768
0,63,6.313699245452881
0,64,6.464168071746826
0,65,6.691851615905762
0,66,6.4295759201049805
0,67,6.140584945678711
0,68,6.7449822425842285
0,69,6.298595428466797
0,70,6.767119407653809
0,71,6.246315956115723
0,72,6.817078590393066
0,73,6.229082107543945
0,74,5.800676345825195
0,75,6.671149253845215
0,76,6.174901962280273
0,77,5.189388751983643
0,78,6.104185104370117
0,79,5.909116268157959
0,80,6.317698001861572
0,81,6.5636396408081055
0,82,6.1136016845703125
0,83,6.6230149269104
0,84,5.682681560516357
0,85,5.863017559051514
0,86,6.613651275634766
0,87,6.087284564971924
0,88,5.694369316101074
0,89,6.263367652893066
0,90,6.232336044311523
0,91,5.599367141723633
0,92,5.8849077224731445
0,93,6.145967483520508
0,94,6.0079193115234375
0,95,6.229978084564209
0,96,6.320649147033691
0,97,6.351367950439453
0,98,6.000884532928467
0,99,5.532116413116455
0,100,5.237498760223389
0,101,4.824645042419434
0,102,5.148395538330078
