epoch,step,train_loss
0,0,18.639209747314453
0,1,8.901190757751465
0,2,6.7892279624938965
0,3,6.710227012634277
0,4,7.621180057525635
0,5,6.56236457824707
0,6,6.304121971130371
0,7,6.702229022979736
0,8,5.674048900604248
0,9,6.089052677154541
0,10,5.542108535766602
0,11,4.9579668045043945
0,12,5.915334224700928
0,13,5.69036340713501
0,14,5.574042320251465
0,15,4.381081581115723
0,16,4.493011951446533
0,17,4.775371551513672
0,18,4.5170578956604
0,19,4.407662391662598
0,20,3.651191234588623
0,21,4.327673435211182
0,22,4.070619106292725
0,23,3.694249153137207
0,24,4.246230602264404
0,25,3.6902737617492676
0,26,4.266361236572266
0,27,3.347337484359741
0,28,3.9942433834075928
0,29,3.751667022705078
0,30,3.335287570953369
0,31,3.642446517944336
0,32,3.555622100830078
0,33,3.7664265632629395
0,34,3.4473519325256348
0,35,3.395092725753784
0,36,3.203368902206421
0,37,3.160234212875366
0,38,3.0913474559783936
0,39,2.9710559844970703
0,40,3.104353189468384
0,41,2.520374059677124
0,42,2.7580442428588867
0,43,2.7845547199249268
0,44,2.7494966983795166
0,45,3.046663522720337
0,46,2.5749220848083496
0,47,2.5360605716705322
0,48,2.5417416095733643
0,49,2.0948526859283447
0,50,2.2902863025665283
0,51,1.9141483306884766
0,52,2.190361499786377
0,53,1.7945492267608643
0,54,2.208141326904297
0,55,1.9768412113189697
0,56,1.3791192770004272
0,57,1.5342051982879639
0,58,1.4937885999679565
0,59,1.3080593347549438
0,60,1.185131311416626
0,61,1.353809118270874
0,62,1.3181192874908447
0,63,1.1256036758422852
0,64,1.1310256719589233
0,65,1.00740385055542
0,66,1.0610747337341309
0,67,0.9548298716545105
0,68,0.8250700235366821
0,69,0.7601867318153381
0,70,0.6468632221221924
0,71,0.7106049656867981
0,72,0.6129751801490784
0,73,0.6992286443710327
0,74,0.624569296836853
0,75,0.638814389705658
0,76,0.5913366675376892
0,77,0.6068589687347412
0,78,0.6326605081558228
0,79,0.5584592819213867
0,80,0.5370023250579834
0,81,0.6063535213470459
0,82,0.5034449100494385
0,83,0.7253810167312622
0,84,0.577946662902832
0,85,0.6048524975776672
0,86,0.6197482347488403
0,87,0.717991054058075
0,88,0.5333533883094788
0,89,0.5684303641319275
0,90,0.4517954885959625
0,91,0.5246011018753052
0,92,0.5066617727279663
0,93,0.6220108866691589
0,94,0.5769326686859131
0,95,0.5548133254051208
0,96,0.5251255631446838
0,97,0.5742364525794983
0,98,0.47464752197265625
