epoch,step,train_loss
0,0,39.201690673828125
0,1,12.706161499023438
0,2,9.914050102233887
0,3,8.859603881835938
0,4,8.062010765075684
0,5,8.311812400817871
0,6,8.408321380615234
0,7,7.927579402923584
0,8,7.253245830535889
0,9,8.36672592163086
0,10,7.014952659606934
0,11,6.315444469451904
0,12,6.284393310546875
0,13,7.534152984619141
0,14,6.6731367111206055
0,15,6.353797435760498
0,16,5.922369003295898
0,17,6.362227439880371
0,18,5.531177520751953
0,19,5.383762836456299
0,20,5.024150371551514
0,21,5.041553974151611
0,22,5.768232345581055
0,23,5.403181076049805
0,24,4.887688159942627
0,25,4.549432277679443
0,26,4.74849271774292
0,27,4.749513626098633
0,28,4.0850324630737305
0,29,4.383636474609375
0,30,4.6900763511657715
0,31,3.5177128314971924
0,32,4.237469673156738
0,33,4.223670959472656
0,34,4.3987321853637695
0,35,4.015410900115967
0,36,3.5429766178131104
0,37,3.5117475986480713
0,38,3.4596264362335205
0,39,3.520768642425537
0,40,3.2160234451293945
0,41,3.818415403366089
0,42,3.1094887256622314
0,43,3.08174204826355
0,44,3.0221493244171143
0,45,3.2744715213775635
0,46,2.961791515350342
0,47,3.181583881378174
0,48,2.715717077255249
0,49,2.8745808601379395
0,50,2.7404656410217285
0,51,2.7360153198242188
0,52,2.2118520736694336
0,53,2.396608829498291
0,54,2.135552167892456
0,55,2.093575954437256
0,56,1.8619554042816162
0,57,1.5529042482376099
0,58,1.6429600715637207
0,59,1.4778865575790405
0,60,1.7398390769958496
0,61,1.3479602336883545
0,62,1.3098056316375732
0,63,1.2477209568023682
0,64,1.1322959661483765
0,65,1.016239047050476
0,66,0.8989178538322449
0,67,0.7689242959022522
0,68,0.6814033389091492
0,69,0.7619573473930359
0,70,0.6821342706680298
0,71,0.6271312832832336
0,72,0.5839844942092896
0,73,0.6113883852958679
0,74,0.49337735772132874
0,75,0.5709368586540222
0,76,0.498565673828125
0,77,0.5124502182006836
0,78,0.45102426409721375
0,79,0.5161016583442688
0,80,0.4288943111896515
0,81,0.44742250442504883
0,82,0.46877285838127136
0,83,0.357954204082489
0,84,0.43571099638938904
0,85,0.447881281375885
0,86,0.4136112928390503
0,87,0.5056862235069275
0,88,0.3845442533493042
0,89,0.4115608036518097
0,90,0.38334882259368896
0,91,0.43861234188079834
0,92,0.43326371908187866
0,93,0.4144778251647949
0,94,0.3839932084083557
0,95,0.3883800506591797
0,96,0.43350449204444885
0,97,0.3869168162345886
0,98,0.44363313913345337
0,99,0.3991439938545227
0,100,0.35522788763046265
0,101,0.3920048773288727
0,102,0.3965747654438019
0,103,0.3872089087963104
0,104,0.40734103322029114
0,105,0.3831384778022766
0,106,0.3520127832889557
0,107,0.38949811458587646
0,108,0.3643931448459625
0,109,0.39822128415107727
0,110,0.3767932951450348
0,111,0.3883105516433716
0,112,0.3945380449295044
0,113,0.39524149894714355
0,114,0.36049747467041016
0,115,0.3634546101093292
0,116,0.37592583894729614
0,117,0.3958888649940491
0,118,0.40201103687286377
0,119,0.3295729458332062
0,120,0.3815149664878845
0,121,0.3733005225658417
0,122,0.36767441034317017
0,123,0.40433210134506226
0,124,0.31276261806488037
0,125,0.35036608576774597
0,126,0.3406519889831543
0,127,0.38274550437927246
0,128,0.4846023619174957
0,129,0.36110514402389526
0,130,0.34869056940078735
0,131,0.3803171217441559
0,132,0.3311159610748291
0,133,0.3414018154144287
0,134,0.3507990539073944
0,135,0.3580631911754608
0,136,0.36964938044548035
0,137,0.34985727071762085
0,138,0.35749948024749756
0,139,0.35924696922302246
0,140,0.34322553873062134
0,141,0.3400328457355499
0,142,0.31558966636657715
0,143,0.37057387828826904
0,144,0.3405294716358185
0,145,0.33286920189857483
0,146,0.32724499702453613
0,147,0.3188290596008301
0,148,0.25881227850914
0,149,0.3318459987640381
0,150,0.33334338665008545
0,151,0.3339424729347229
0,152,0.3139422535896301
0,153,0.3204246461391449
0,154,0.3484041094779968
0,155,0.31418079137802124
0,156,0.3138945996761322
0,157,0.3251577317714691
0,158,0.2963303029537201
0,159,0.30592164397239685
0,160,0.2966403663158417
0,161,0.38540270924568176
0,162,0.35139596462249756
